user_name,weight_of_waste_grams,number_of_ewaste_devices,ewaste_scrap_image_ref,material_category,price_valuation_inr,price_trend,nearby_recycler_id,reference_id,mode_of_transaction,transaction_id,anonymous_contact_number,estimated_carbon_emission_grams,recycler_name,recycler_location,authorization_status
Pooja Rana,13348.1,7,placeholder://scrap-images/e-waste-pcb/50a33ee7.webp,E-Waste PCB,2160.52,Falling,RCY-1019,REF-105596,UPI,TXN745126659551,+91 11 2348 1885,57944.0,Green India Metals,"Narela, New Delhi",Authorized
Meena Saxena,57188.5,0,placeholder://scrap-images/hard-plastics/0c6f94dc.webp,Hard Plastics,1083.99,Stable,RCY-1012,REF-105597,UPI,TXN566643275636,+91 11 3258 4883,81256.5,New Delhi Recyclers,"Kanpur, Uttar Pradesh",Authorized
Kavya Kumar,42717.8,0,placeholder://scrap-images/iron-steel/3f202ee3.webp,Iron / Steel,1476.22,Falling,RCY-1001,REF-105598,Cash,CASH-1D40132E2F,+91 11 7666 3570,75258.4,Urban Metals,"Mayapuri Industrial Area, Delhi",Authorized
Pooja Bansal,35199.5,0,placeholder://scrap-images/pet-bottles/485df483.webp,PET Bottles,499.47,Rising,RCY-1006,REF-105599,Cash,CASH-53F17BE7DC,+91 11 4802 5736,35885.4,National Metals,"Mayapuri Industrial Area, Delhi",Authorized
Manoj Singh,3884.4,8,placeholder://scrap-images/lead-acid-battery/5e426424.webp,Lead-Acid Battery,365.31,Rising,RCY-1032,REF-105600,UPI,TXN222416277315,+91 11 2328 1292,4852.3,National Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Sneha Iyer,62039.6,0,placeholder://scrap-images/pet-bottles/e1358a4f.webp,PET Bottles,937.03,Rising,RCY-1012,REF-105601,Cash,CASH-989FF6F50E,+91 11 9266 4058,69470.3,New Delhi Recyclers,"Kanpur, Uttar Pradesh",Authorized
Divya Patel,45059.4,0,placeholder://scrap-images/copper/6e136ded.webp,Copper,32536.04,Rising,RCY-1033,REF-105602,Cash,CASH-D139981826,+91 11 9674 3318,113211.1,Urban Recycling Hub,"Okhla Phase 2, New Delhi",Pending Verification
Ankit Kumar,9176.4,8,placeholder://scrap-images/lead-acid-battery/0c4f2291.webp,Lead-Acid Battery,876.47,Stable,RCY-1007,REF-105603,Cash,CASH-EA8CC1E71F,+91 11 3434 4238,10380.4,National Recyclers,"Jamshedpur, Jharkhand",Authorized
Priya Reddy,9699.9,4,placeholder://scrap-images/small-battery/fe387a45.webp,Small Battery,494.21,Stable,RCY-1020,REF-105604,UPI,TXN326673417201,+91 11 9681 8737,15546.6,Greenline Metals,"Ludhiana, Punjab",Pending Verification
Meena Sinha,26062.4,0,placeholder://scrap-images/newspaper/aa7ab313.webp,Newspaper,452.72,Falling,RCY-1019,REF-105605,UPI,TXN311964731391,+91 11 3996 5832,22684.3,Green India Metals,"Narela, New Delhi",Authorized
Simran Tiwari,38180.9,0,placeholder://scrap-images/copper/3379377b.webp,Copper,27350.79,Rising,RCY-1050,REF-105606,Cash,CASH-C522539FD5,+91 11 5904 2921,95009.6,Bharat Enterprises,"Mayapuri Industrial Area, Delhi",Authorized
Manish Nair,337.1,8,placeholder://scrap-images/lead-acid-battery/70786600.webp,Lead-Acid Battery,33.89,Stable,RCY-1032,REF-105607,UPI,TXN926762917990,+91 11 6837 4337,408.6,National Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Neha Das,158.1,6,placeholder://scrap-images/e-waste-pcb/7951b5bc.webp,E-Waste PCB,24.67,Rising,RCY-1018,REF-105608,UPI,TXN507427212473,+91 11 4772 8635,632.2,Greenline Waste Management,"Ankleshwar, Gujarat",Authorized
Yogesh Bose,15373.1,0,placeholder://scrap-images/copper/d677d3ed.webp,Copper,10280.58,Falling,RCY-1022,REF-105609,UPI,TXN379805226458,+91 11 6117 5488,39013.0,Sunrise Waste Management,"Guindy, Chennai",Authorized
Priya Chopra,2576.9,3,placeholder://scrap-images/lead-acid-battery/7a10bc9e.webp,Lead-Acid Battery,240.01,Stable,RCY-1018,REF-105610,UPI,TXN556306490125,+91 11 3657 1762,3361.7,Greenline Waste Management,"Ankleshwar, Gujarat",Authorized
Dinesh Bose,11681.3,6,placeholder://scrap-images/lead-acid-battery/0077ecc1.webp,Lead-Acid Battery,1148.52,Stable,RCY-1019,REF-105611,Cash,CASH-1DFA79D5EC,+91 11 1837 3202,13276.7,Green India Metals,"Narela, New Delhi",Authorized
Vikram Mishra,7693.9,6,placeholder://scrap-images/e-waste-pcb/4d01dcb3.webp,E-Waste PCB,1105.35,Falling,RCY-1030,REF-105612,UPI,TXN827718994668,+91 11 5259 1575,32045.4,Bharat Eco Solutions,"Guindy, Chennai",Pending Verification
Anita Gupta,24621.7,0,placeholder://scrap-images/hard-plastics/0046a239.webp,Hard Plastics,498.32,Falling,RCY-1008,REF-105613,UPI,TXN518717531350,+91 11 3070 5307,32371.4,EcoWave Industries,"Dharavi, Mumbai",Pending Verification
Ashok Verma,5064.3,4,placeholder://scrap-images/e-waste-pcb/c0262ee1.webp,E-Waste PCB,712.45,Falling,RCY-1019,REF-105614,Cash,CASH-311E18876E,+91 11 5669 1420,19424.7,Green India Metals,"Narela, New Delhi",Authorized
Ritu Sharma,3630.3,4,placeholder://scrap-images/lead-acid-battery/9e4d7202.webp,Lead-Acid Battery,358.89,Stable,RCY-1048,REF-105615,UPI,TXN464789817804,+91 11 7878 3640,4596.9,Metro Recycling Hub,"Dharavi, Mumbai",Pending Verification
Karan Kumar,7250.6,0,placeholder://scrap-images/pet-bottles/ac73fb80.webp,PET Bottles,111.49,Rising,RCY-1038,REF-105616,UPI,TXN215131447635,+91 11 6952 5008,8755.0,EcoCircle Eco Solutions,"Sanathnagar, Hyderabad",Authorized
Sneha Saxena,6999.2,5,placeholder://scrap-images/lead-acid-battery/082c570e.webp,Lead-Acid Battery,612.38,Stable,RCY-1030,REF-105617,UPI,TXN823115774230,+91 11 4476 2227,8440.1,Bharat Eco Solutions,"Guindy, Chennai",Pending Verification
Preeti Kapoor,5533.7,5,placeholder://scrap-images/lead-acid-battery/892662bc.webp,Lead-Acid Battery,510.76,Falling,RCY-1019,REF-105618,UPI,TXN856962067781,+91 11 9662 3136,6061.5,Green India Metals,"Narela, New Delhi",Authorized
Kiran Rana,35024.1,0,placeholder://scrap-images/copper/9c6dc73e.webp,Copper,24920.99,Rising,RCY-1037,REF-105619,UPI,TXN215313230616,+91 11 9981 7801,78831.9,Green India Industries,"Mayapuri Industrial Area, Delhi",Authorized
Kavita Agarwal,11575.0,8,placeholder://scrap-images/small-battery/1a884c2e.webp,Small Battery,600.08,Stable,RCY-1043,REF-105620,Cash,CASH-86AA417A32,+91 11 9959 8533,15959.6,Urban Waste Management,"Ludhiana, Punjab",Authorized
Ramesh Patel,5152.5,0,placeholder://scrap-images/copper/81462695.webp,Copper,3469.59,Stable,RCY-1030,REF-105621,Cash,CASH-1E83715137,+91 11 7665 2542,12487.2,Bharat Eco Solutions,"Guindy, Chennai",Pending Verification
Naveen Joshi,9475.3,0,placeholder://scrap-images/iron-steel/3afaf34c.webp,Iron / Steel,317.76,Falling,RCY-1054,REF-105622,UPI,TXN280095872655,+91 11 3688 1356,15476.2,National Scrap Traders,"Okhla Phase 2, New Delhi",Authorized
Vinod Bansal,16422.8,0,placeholder://scrap-images/pet-bottles/121e2e93.webp,PET Bottles,243.19,Stable,RCY-1032,REF-105623,UPI,TXN193545442665,+91 11 6000 2349,16880.0,National Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Sanjay Gupta,2846.3,3,placeholder://scrap-images/e-waste-pcb/8af2533a.webp,E-Waste PCB,433.55,Rising,RCY-1043,REF-105624,UPI,TXN441173235767,+91 11 3517 1893,11956.6,Urban Waste Management,"Ludhiana, Punjab",Authorized
Ritu Yadav,1253.7,6,placeholder://scrap-images/e-waste-pcb/9b035969.webp,E-Waste PCB,202.69,Rising,RCY-1041,REF-105625,Cash,CASH-69E2D2EB76,+91 11 2394 8236,4813.4,Sunrise Industries,"Kanpur, Uttar Pradesh",Authorized
Ashok Kumar,5272.5,4,placeholder://scrap-images/small-battery/4a2bd9f0.webp,Small Battery,260.43,Falling,RCY-1008,REF-105626,UPI,TXN857311770609,+91 11 4607 3433,7958.1,EcoWave Industries,"Dharavi, Mumbai",Pending Verification
Neha Malhotra,4852.0,0,placeholder://scrap-images/pet-bottles/3c8ec25b.webp,PET Bottles,67.75,Rising,RCY-1056,REF-105627,UPI,TXN370161359728,+91 11 1271 8866,5485.2,New Delhi Scrap Traders,"Guindy, Chennai",Authorized
Rahul Thakur,14025.3,2,placeholder://scrap-images/e-waste-pcb/baa514a6.webp,E-Waste PCB,2147.44,Rising,RCY-1040,REF-105628,UPI,TXN932256577067,+91 11 7804 6737,52019.3,EcoCircle Enterprises,"Okhla Phase 2, New Delhi",Authorized
Sunita Chopra,1043.7,1,placeholder://scrap-images/lead-acid-battery/5772a9c2.webp,Lead-Acid Battery,98.25,Stable,RCY-1058,REF-105629,Cash,CASH-7141954F2B,+91 11 6701 1839,1210.5,Green India Enterprises,"Sanathnagar, Hyderabad",Authorized
Gaurav Pandey,1142.5,8,placeholder://scrap-images/lead-acid-battery/43f75ec2.webp,Lead-Acid Battery,101.88,Stable,RCY-1023,REF-105630,UPI,TXN171699049185,+91 11 6289 1380,1373.9,Green India Recyclers,"Ankleshwar, Gujarat",Pending Verification
Rina Mehta,10101.3,0,placeholder://scrap-images/iron-steel/416405b7.webp,Iron / Steel,340.12,Falling,RCY-1053,REF-105631,UPI,TXN284581900831,+91 11 9252 8464,17613.5,EcoWave Metals,"Ankleshwar, Gujarat",Authorized
Karan Bhatt,5867.4,0,placeholder://scrap-images/newspaper/4ca8aa3b.webp,Newspaper,105.97,Stable,RCY-1012,REF-105632,UPI,TXN635105793508,+91 11 5035 1135,5599.7,New Delhi Recyclers,"Kanpur, Uttar Pradesh",Authorized
Arjun Nair,4371.1,4,placeholder://scrap-images/lead-acid-battery/35d92a60.webp,Lead-Acid Battery,414.78,Falling,RCY-1005,REF-105633,UPI,TXN221847682766,+91 11 5964 3003,4833.5,Shakti Industries,"Narela, New Delhi",Authorized
Geeta Sinha,11846.8,6,placeholder://scrap-images/lead-acid-battery/75bce00f.webp,Lead-Acid Battery,1170.8,Rising,RCY-1035,REF-105634,UPI,TXN426285721043,+91 11 9838 4922,14403.9,Shakti Enterprises,"Guindy, Chennai",Authorized
Kavita Mehta,12275.7,8,placeholder://scrap-images/lead-acid-battery/d425ae55.webp,Lead-Acid Battery,1135.53,Rising,RCY-1011,REF-105635,UPI,TXN623416118456,+91 11 1916 6799,14486.4,Sunrise Enterprises,"Narela, New Delhi",Authorized
Kiran Mishra,61610.0,0,placeholder://scrap-images/copper/c8357684.webp,Copper,44852.94,Stable,RCY-1021,REF-105636,UPI,TXN936546007593,+91 11 2147 8930,148106.3,Bharat Recycling Hub,"Kanpur, Uttar Pradesh",Pending Verification
Geeta Malhotra,65941.4,0,placeholder://scrap-images/newspaper/b5b674a0.webp,Newspaper,1128.35,Stable,RCY-1017,REF-105637,Cash,CASH-8867B866AF,+91 11 7047 9641,64451.7,Bharat Recyclers,"Guindy, Chennai",Pending Verification
Swati Sinha,1640.3,6,placeholder://scrap-images/lead-acid-battery/a5d0b5d1.webp,Lead-Acid Battery,152.09,Stable,RCY-1001,REF-105638,UPI,TXN497075356246,+91 11 8739 7983,1956.9,Urban Metals,"Mayapuri Industrial Area, Delhi",Authorized
Rina Mehta,14798.4,8,placeholder://scrap-images/small-battery/a005ddd4.webp,Small Battery,689.17,Falling,RCY-1006,REF-105639,Cash,CASH-07FA9C9C7E,+91 11 5670 3826,23128.6,National Metals,"Mayapuri Industrial Area, Delhi",Authorized
Mohit Sharma,3860.8,8,placeholder://scrap-images/e-waste-pcb/0a8a1ded.webp,E-Waste PCB,551.95,Stable,RCY-1035,REF-105640,UPI,TXN170869576193,+91 11 6273 8649,14976.5,Shakti Enterprises,"Guindy, Chennai",Authorized
Aarti Das,10859.1,7,placeholder://scrap-images/e-waste-pcb/601f6ac8.webp,E-Waste PCB,1730.5,Falling,RCY-1000,REF-105641,UPI,TXN450128829467,+91 11 5020 5269,42818.5,Clean Earth Metals,"Bhiwandi, Maharashtra",Authorized
Naveen Saxena,28663.5,0,placeholder://scrap-images/newspaper/82602500.webp,Newspaper,536.29,Stable,RCY-1016,REF-105642,UPI,TXN359010872359,+91 11 5295 5599,25925.6,Greenline Enterprises,"Narela, New Delhi",Authorized
Mohit Goel,6088.3,3,placeholder://scrap-images/small-battery/246b8038.webp,Small Battery,300.23,Rising,RCY-1006,REF-105643,UPI,TXN674222475452,+91 11 2761 4739,9851.8,National Metals,"Mayapuri Industrial Area, Delhi",Authorized
Ritu Bose,17380.7,0,placeholder://scrap-images/copper/573f339d.webp,Copper,12601.99,Falling,RCY-1005,REF-105644,UPI,TXN727839529388,+91 11 3608 8571,44710.5,Shakti Industries,"Narela, New Delhi",Authorized
Priya Gupta,8466.6,0,placeholder://scrap-images/hard-plastics/b16ff8b8.webp,Hard Plastics,165.8,Stable,RCY-1041,REF-105645,UPI,TXN992998147597,+91 11 7427 1382,12027.7,Sunrise Industries,"Kanpur, Uttar Pradesh",Authorized
Sandeep Tiwari,9844.4,0,placeholder://scrap-images/copper/df83fac8.webp,Copper,6418.39,Falling,RCY-1043,REF-105646,UPI,TXN587485476458,+91 11 2105 9863,26637.3,Urban Waste Management,"Ludhiana, Punjab",Authorized
Pooja Thakur,60101.5,0,placeholder://scrap-images/hard-plastics/6842b233.webp,Hard Plastics,1206.74,Falling,RCY-1054,REF-105647,UPI,TXN162595963716,+91 11 8384 8732,72907.4,National Scrap Traders,"Okhla Phase 2, New Delhi",Authorized
Amit Chopra,9751.1,8,placeholder://scrap-images/lead-acid-battery/9c63701b.webp,Lead-Acid Battery,977.72,Falling,RCY-1000,REF-105648,Cash,CASH-5496C935BB,+91 11 4063 6425,10747.6,Clean Earth Metals,"Bhiwandi, Maharashtra",Authorized
Yogesh Sharma,3271.5,6,placeholder://scrap-images/e-waste-pcb/64ee00c7.webp,E-Waste PCB,518.99,Stable,RCY-1058,REF-105649,Cash,CASH-A41054F595,+91 11 7820 9468,13374.6,Green India Enterprises,"Sanathnagar, Hyderabad",Authorized
Karan Tiwari,12245.1,6,placeholder://scrap-images/small-battery/23ac2cb4.webp,Small Battery,635.19,Falling,RCY-1048,REF-105650,UPI,TXN603359901208,+91 11 5314 1418,18444.4,Metro Recycling Hub,"Dharavi, Mumbai",Pending Verification
Karan Kumar,4056.9,2,placeholder://scrap-images/e-waste-pcb/d0bca331.webp,E-Waste PCB,616.47,Rising,RCY-1007,REF-105651,UPI,TXN953320332875,+91 11 2706 9123,15475.4,National Recyclers,"Jamshedpur, Jharkhand",Authorized
Manoj Mehta,85093.3,0,placeholder://scrap-images/copper/dffc396d.webp,Copper,58512.3,Rising,RCY-1036,REF-105652,Cash,CASH-F0C2ECA66F,+91 11 6384 4675,201206.7,National Industries,"Jamshedpur, Jharkhand",Authorized
Jyoti Mehta,1871.0,3,placeholder://scrap-images/e-waste-pcb/936c1839.webp,E-Waste PCB,273.0,Stable,RCY-1027,REF-105653,UPI,TXN383551842979,+91 11 9654 7106,7524.2,New Delhi Metals,"Mayapuri Industrial Area, Delhi",Pending Verification
Nisha Singh,4595.7,0,placeholder://scrap-images/newspaper/afb874c0.webp,Newspaper,78.81,Stable,RCY-1058,REF-105654,Cash,CASH-63ACBF9E1B,+91 11 5812 5435,4094.6,Green India Enterprises,"Sanathnagar, Hyderabad",Authorized
Sandeep Rawat,82205.9,0,placeholder://scrap-images/newspaper/3240bf49.webp,Newspaper,1446.13,Stable,RCY-1020,REF-105655,Cash,CASH-BF05140DB3,+91 11 1508 1174,73592.0,Greenline Metals,"Ludhiana, Punjab",Pending Verification
Pooja Nair,80252.9,0,placeholder://scrap-images/copper/bb497bdc.webp,Copper,51506.89,Stable,RCY-1005,REF-105656,UPI,TXN886599460154,+91 11 2761 6221,213734.5,Shakti Industries,"Narela, New Delhi",Authorized
Dinesh Rana,862.9,7,placeholder://scrap-images/small-battery/0b0833be.webp,Small Battery,44.42,Stable,RCY-1031,REF-105657,UPI,TXN213655355587,+91 11 9283 8098,1349.3,Clean Earth Waste Management,"Sanathnagar, Hyderabad",Authorized
Seema Pandey,13091.5,0,placeholder://scrap-images/hard-plastics/78901117.webp,Hard Plastics,241.54,Rising,RCY-1029,REF-105658,UPI,TXN666026804096,+91 11 8344 5275,18208.6,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Ajay Mishra,12796.3,4,placeholder://scrap-images/small-battery/5603a12b.webp,Small Battery,600.86,Rising,RCY-1056,REF-105659,Cash,CASH-81AEE2D102,+91 11 2284 9085,17697.6,New Delhi Scrap Traders,"Guindy, Chennai",Authorized
Vinod Singh,14940.0,6,placeholder://scrap-images/lead-acid-battery/1b5e3e76.webp,Lead-Acid Battery,1497.82,Rising,RCY-1037,REF-105660,UPI,TXN949082597757,+91 11 7714 7967,18353.9,Green India Industries,"Mayapuri Industrial Area, Delhi",Authorized
Amit Iyer,88648.8,0,placeholder://scrap-images/hard-plastics/85dd6dfd.webp,Hard Plastics,1733.4,Falling,RCY-1050,REF-105661,UPI,TXN981498855759,+91 11 8624 7188,105696.0,Bharat Enterprises,"Mayapuri Industrial Area, Delhi",Authorized
Arjun Chopra,9803.5,8,placeholder://scrap-images/lead-acid-battery/4cd373c1.webp,Lead-Acid Battery,868.36,Falling,RCY-1003,REF-105662,Cash,CASH-B3F3CF001E,+91 11 6639 9861,11390.8,Green India Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Priya Rana,55043.7,0,placeholder://scrap-images/copper/68eeb676.webp,Copper,39243.03,Rising,RCY-1053,REF-105663,Cash,CASH-FEC90390D0,+91 11 7865 5358,138589.2,EcoWave Metals,"Ankleshwar, Gujarat",Authorized
Manish Bansal,24639.7,0,placeholder://scrap-images/copper/1aa6715d.webp,Copper,17187.83,Rising,RCY-1011,REF-105664,Cash,CASH-5C8599DF2D,+91 11 9551 6486,58822.2,Sunrise Enterprises,"Narela, New Delhi",Authorized
Ashok Bose,53625.7,0,placeholder://scrap-images/newspaper/8ecf010b.webp,Newspaper,1036.31,Rising,RCY-1006,REF-105665,UPI,TXN580303173299,+91 11 7191 5046,47845.2,National Metals,"Mayapuri Industrial Area, Delhi",Authorized
Geeta Goel,12664.5,2,placeholder://scrap-images/e-waste-pcb/0ccf1c00.webp,E-Waste PCB,1911.52,Stable,RCY-1003,REF-105666,UPI,TXN907289119862,+91 11 4340 7435,47637.6,Green India Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Rahul Rawat,576.2,2,placeholder://scrap-images/e-waste-pcb/15abd330.webp,E-Waste PCB,91.11,Rising,RCY-1051,REF-105667,UPI,TXN676293225276,+91 11 8520 3234,2373.9,Sunrise Recycling Hub,"Narela, New Delhi",Authorized
Suresh Chauhan,36969.5,0,placeholder://scrap-images/hard-plastics/251403f6.webp,Hard Plastics,793.0,Falling,RCY-1052,REF-105668,UPI,TXN806411550701,+91 11 7251 1714,45360.3,Sunrise Scrap Traders,"Ankleshwar, Gujarat",Authorized
Mohit Kumar,480.7,7,placeholder://scrap-images/lead-acid-battery/ea681a47.webp,Lead-Acid Battery,42.97,Rising,RCY-1007,REF-105669,Cash,CASH-8BEE875671,+91 11 9068 2740,528.3,National Recyclers,"Jamshedpur, Jharkhand",Authorized
Naveen Reddy,5321.8,2,placeholder://scrap-images/lead-acid-battery/2d839683.webp,Lead-Acid Battery,500.55,Stable,RCY-1025,REF-105670,UPI,TXN565613972586,+91 11 8147 6854,6637.5,Shakti Waste Management,"Ankleshwar, Gujarat",Pending Verification
Swati Joshi,3409.0,0,placeholder://scrap-images/iron-steel/c447386e.webp,Iron / Steel,103.57,Falling,RCY-1005,REF-105671,UPI,TXN393958418614,+91 11 8393 4171,6671.5,Shakti Industries,"Narela, New Delhi",Authorized
Harish Goel,37643.4,0,placeholder://scrap-images/newspaper/7dfbb559.webp,Newspaper,729.19,Rising,RCY-1010,REF-105672,UPI,TXN901235932846,+91 11 8303 8087,31024.4,Clean Earth Eco Solutions,"Mayapuri Industrial Area, Delhi",Pending Verification
Manish Bhatt,7192.1,0,placeholder://scrap-images/iron-steel/5e0b95bf.webp,Iron / Steel,224.69,Falling,RCY-1052,REF-105673,UPI,TXN843549924094,+91 11 5063 2070,13956.3,Sunrise Scrap Traders,"Ankleshwar, Gujarat",Authorized
Deepak Chopra,3826.2,7,placeholder://scrap-images/lead-acid-battery/6659c6d2.webp,Lead-Acid Battery,364.97,Rising,RCY-1044,REF-105674,Cash,CASH-837004305C,+91 11 3765 9219,4674.9,Shakti Metals,"Kanpur, Uttar Pradesh",Pending Verification
Shalini Sharma,39255.4,0,placeholder://scrap-images/hard-plastics/e57c9d2d.webp,Hard Plastics,813.36,Rising,RCY-1051,REF-105675,Cash,CASH-2398F9CDFB,+91 11 2257 4528,46095.7,Sunrise Recycling Hub,"Narela, New Delhi",Authorized
Swati Bose,17407.5,0,placeholder://scrap-images/copper/22c3c561.webp,Copper,11671.77,Stable,RCY-1052,REF-105676,UPI,TXN257216288425,+91 11 9103 4368,44304.8,Sunrise Scrap Traders,"Ankleshwar, Gujarat",Authorized
Simran Chopra,25483.3,0,placeholder://scrap-images/hard-plastics/73b22fc1.webp,Hard Plastics,508.88,Rising,RCY-1028,REF-105677,UPI,TXN731051420478,+91 11 6410 6989,31736.1,Bharat Scrap Traders,"Sanathnagar, Hyderabad",Pending Verification
Anjali Bose,48835.5,0,placeholder://scrap-images/pet-bottles/a1ba6637.webp,PET Bottles,729.67,Falling,RCY-1002,REF-105678,UPI,TXN907109200482,+91 11 3851 9903,55727.4,Green India Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Kavita Agarwal,10378.3,0,placeholder://scrap-images/hard-plastics/138cca01.webp,Hard Plastics,193.95,Falling,RCY-1053,REF-105679,Cash,CASH-99E821FF83,+91 11 5451 6078,13734.6,EcoWave Metals,"Ankleshwar, Gujarat",Authorized
Seema Tiwari,52639.6,0,placeholder://scrap-images/copper/437d84b2.webp,Copper,34152.3,Falling,RCY-1002,REF-105680,Cash,CASH-93CB445041,+91 11 6083 3745,125600.4,Green India Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Sunita Das,87193.1,0,placeholder://scrap-images/newspaper/2a20c278.webp,Newspaper,1679.86,Falling,RCY-1030,REF-105681,Cash,CASH-24278B9BC3,+91 11 3707 1813,74881.7,Bharat Eco Solutions,"Guindy, Chennai",Pending Verification
Pooja Chauhan,88156.7,0,placeholder://scrap-images/copper/9729c05b.webp,Copper,55996.69,Stable,RCY-1024,REF-105682,Cash,CASH-783E8A5D1E,+91 11 3969 5423,222012.7,Clean Earth Recyclers,"Ankleshwar, Gujarat",Authorized
Yogesh Singh,57651.1,0,placeholder://scrap-images/hard-plastics/a7e2d202.webp,Hard Plastics,1133.05,Stable,RCY-1008,REF-105683,Cash,CASH-F9657215AF,+91 11 9788 4637,72247.2,EcoWave Industries,"Dharavi, Mumbai",Pending Verification
Kavita Rawat,63262.4,0,placeholder://scrap-images/hard-plastics/5e1ee032.webp,Hard Plastics,1232.97,Stable,RCY-1033,REF-105684,UPI,TXN740453137244,+91 11 6076 9400,79980.4,Urban Recycling Hub,"Okhla Phase 2, New Delhi",Pending Verification
Karan Verma,74424.3,0,placeholder://scrap-images/pet-bottles/1cc5a1db.webp,PET Bottles,1148.99,Falling,RCY-1055,REF-105685,UPI,TXN895566778019,+91 11 5417 7575,75567.7,New Delhi Eco Solutions,"Peenya, Bengaluru",Authorized
Nisha Bansal,6426.4,7,placeholder://scrap-images/e-waste-pcb/b5d8833a.webp,E-Waste PCB,979.68,Rising,RCY-1015,REF-105686,UPI,TXN933349563136,+91 11 7493 5019,24499.0,Green India Waste Management,"Mayapuri Industrial Area, Delhi",Authorized
Sunita Patel,13964.8,8,placeholder://scrap-images/e-waste-pcb/957cb21a.webp,E-Waste PCB,1983.47,Stable,RCY-1008,REF-105687,UPI,TXN538365298051,+91 11 5065 6025,50682.4,EcoWave Industries,"Dharavi, Mumbai",Pending Verification
Divya Verma,35382.3,0,placeholder://scrap-images/iron-steel/999b6fff.webp,Iron / Steel,1152.47,Falling,RCY-1039,REF-105688,UPI,TXN620171599344,+91 11 6688 3793,69931.9,Bharat Metals,"Ankleshwar, Gujarat",Pending Verification
Sandeep Bose,1221.7,6,placeholder://scrap-images/e-waste-pcb/52feaa0f.webp,E-Waste PCB,179.21,Rising,RCY-1020,REF-105689,UPI,TXN414027067335,+91 11 2533 3478,5048.3,Greenline Metals,"Ludhiana, Punjab",Pending Verification
